vulnerability_type,code,processed_code,language,target
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionExample {

    public static void main(String[] args) {
        try {
            BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a file name: "");
            String fileName = reader.readLine();

            // This code is vulnerable to command injection
            Process process = Runtime.getRuntime().exec(""ls "" + fileName);

            BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = inputReader.readLine()) != null) {
                System.out.println(line);
            }

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionExample { public static void main(String[] args) { try { BufferedReader reader = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a file name: ""); String fileName = reader.readLine(); // This code is vulnerable to command injection Process process = Runtime.getRuntime().exec(""ls "" + fileName); BufferedReader inputReader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = inputReader.readLine()) != null) { System.out.println(line); } } catch (IOException e) { e.printStackTrace(); } } }",java,1
Clear,"To fix this code and prevent Command Injection vulnerability, you should not directly pass user input to the operating system command execution. Instead, you should validate and sanitize user input before using it as a command. Here is an example of how you can improve the code by using ProcessBuilder and specifying the command and arguments separately:

```java
import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class SecureCommandExecution {

    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));

        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();

        // Split the command into parts
        String[] commandParts = command.split("" "");

        // Use ProcessBuilder to execute the command with specified arguments
        ProcessBuilder processBuilder = new ProcessBuilder(commandParts);
        
        try {
            Process process = processBuilder.start();
            
            BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            
            System.out.println(""Output of the command:"");
            while ((line = processOutputReader.readLine()) != null) {
                System.out.println(line);
            }
            
        } catch (IOException e) {
            System.err.println(""Error","To fix this code and prevent Command Injection vulnerability, you should not directly pass user input to the operating system command execution. Instead, you should validate and sanitize user input before using it as a command. Here is an example of how you can improve the code by using ProcessBuilder and specifying the command and arguments separately: ```java import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class SecureCommandExecution { public static void main(String[] args) throws IOException { BufferedReader reader = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = reader.readLine(); // Split the command into parts String[] commandParts = command.split("" ""); // Use ProcessBuilder to execute the command with specified arguments ProcessBuilder processBuilder = new ProcessBuilder(commandParts); try { Process process = processBuilder.start(); BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; System.out.println(""Output of the command:""); while ((line = processOutputReader.readLine()) != null) { System.out.println(line); } } catch (IOException e) { System.err.println(""Error",java,0
Clear,"#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}","#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}",c,0
XSS,"<?php
echo $_GET['message']; // XSS
?>","<?php
echo $_GET['message']; // XSS
?>",php,1
Clear,"#include <iostream>
#include <memory>

void safe_memory_management() {
    auto ptr = std::make_unique<int>(42);
    std::cout << *ptr << std::endl;
}","#include <iostream>
#include <memory>

void safe_memory_management() {
    auto ptr = std::make_unique<int>(42);
    std::cout << *ptr << std::endl;
}",cpp,0
Clear,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class SecureCommandExecution {

    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));

        System.out.print(""Enter a command to execute: "");
        String command = br.readLine();

        // Secure code - using ProcessBuilder to construct the command and its arguments
        ProcessBuilder processBuilder = new ProcessBuilder(command.split("" ""));
        Process process = processBuilder.start();

        BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;

        while ((line = reader.readLine()) != null) {
            System.out.println(line);
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class SecureCommandExecution { public static void main(String[] args) throws IOException { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = br.readLine(); // Secure code - using ProcessBuilder to construct the command and its arguments ProcessBuilder processBuilder = new ProcessBuilder(command.split("" "")); Process process = processBuilder.start(); BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = reader.readLine()) != null) { System.out.println(line); } } }",java,0
SSRF,"import requests
def fetch_url(url):
    return requests.get(url).text","import requests
def fetch_url(url):
    return requests.get(url).text",python,1
Memory Corruption,"#include <iostream>

void unsafe_virtual_call() {
    // Potential vtable corruption vulnerability
    class Base {
    public:
        virtual void func() { std::cout << ""Base"" << std::endl; }
    };
    
    class Derived : public Base {
    public:
        void func() override { std::cout << ""Derived"" << std::endl; }
    };
}","#include <iostream>

void unsafe_virtual_call() {
    // Potential vtable corruption vulnerability
    class Base {
    public:
        virtual void func() { std::cout << ""Base"" << std::endl; }
    };
    
    class Derived : public Base {
    public:
        void func() override { std::cout << ""Derived"" << std::endl; }
    };
}",cpp,1
Path Traversal,"import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;

public class FileReadExample {

    public static void main(String[] args) {
        String userInput = ""../../../../../etc/passwd"";
        String fileName = ""files/"" + userInput; // User input is directly concatenated with the file path

        try {
            File file = new File(fileName);
            FileInputStream fis = new FileInputStream(file);

            int data;
            while ((data = fis.read()) != -1) {
                System.out.print((char) data);
            }

            fis.close();
        } catch (IOException e) {
            System.out.println(""Error reading file: "" + e.getMessage());
        }
    }
}","import java.io.File; import java.io.FileInputStream; import java.io.IOException; public class FileReadExample { public static void main(String[] args) { String userInput = ""../../../../../etc/passwd""; String fileName = ""files/"" + userInput; // User input is directly concatenated with the file path try { File file = new File(fileName); FileInputStream fis = new FileInputStream(file); int data; while ((data = fis.read()) != -1) { System.out.print((char) data); } fis.close(); } catch (IOException e) { System.out.println(""Error reading file: "" + e.getMessage()); } } }",java,1
Clear,"def safe_comment_display(comment_text):
    import html
    escaped_text = html.escape(comment_text)
    return f""<div class='comment'>{escaped_text}</div>"" ","def safe_comment_display(comment_text):
    import html
    escaped_text = html.escape(comment_text)
    return f""<div class='comment'>{escaped_text}</div>"" ",python,0
Code Injection,"const userData = eval('(' + userInput + ')'); // eval injection
","const userData = eval('(' + userInput + ')'); // eval injection
",javascript,1
